var_code,var,year,sa4_code_2016,sa4_name_2016,base,zero
20 InrWstSydNSW,Sydney - Inner West,2043,120,Sydney - Inner West,0.0612,0.042
20 InrWstSydNSW,Sydney - Inner West,2044,120,Sydney - Inner West,0.0611,0.0411
20 InrWstSydNSW,Sydney - Inner West,2045,120,Sydney - Inner West,0.061,0.0401
20 InrWstSydNSW,Sydney - Inner West,2046,120,Sydney - Inner West,0.0608,0.0391
20 InrWstSydNSW,Sydney - Inner West,2047,120,Sydney - Inner West,0.0605,0.0381
20 InrWstSydNSW,Sydney - Inner West,2048,120,Sydney - Inner West,0.0603,0.0371
20 InrWstSydNSW,Sydney - Inner West,2049,120,Sydney - Inner West,0.06,NA
20 InrWstSydNSW,Sydney - Inner West,2050,120,Sydney - Inner West,0.0597,NA
20 InrWstSydNSW,Sydney - Inner West,2051,120,Sydney - Inner West,0.0593,NA
21 NSydHrnsbNSW,Sydney - North Sydney and Hornsby,2017,121,Sydney - North Sydney and Hornsby,0.1869,0.2045
21 NSydHrnsbNSW,Sydney - North Sydney and Hornsby,2018,121,Sydney - North Sydney and Hornsby,0.1879,0.1851
21 NSydHrnsbNSW,Sydney - North Sydney and Hornsby,2019,121,Sydney - North Sydney and Hornsby,0.1899,0.1828
21 NSydHrnsbNSW,Sydney - North Sydney and Hornsby,2020,121,Sydney - North Sydney and Hornsby,0.2045,0.1835
21 NSydHrnsbNSW,Sydney - North Sydney and Hornsby,2021,121,Sydney - North Sydney and Hornsby,0.1896,0.1881
21 NSydHrnsbNSW,Sydney - North Sydney and Hornsby,2022,121,Sydney - North Sydney and Hornsby,0.1906,0.1842
21 NSydHrnsbNSW,Sydney - North Sydney and Hornsby,2023,121,Sydney - North Sydney and Hornsby,0.1957,0.1878
21 NSydHrnsbNSW,Sydney - North Sydney and Hornsby,2024,121,Sydney - North Sydney and Hornsby,0.2033,0.1882
21 NSydHrnsbNSW,Sydney - North Sydney and Hornsby,2025,121,Sydney - North Sydney and Hornsby,0.2032,0.1888
21 NSydHrnsbNSW,Sydney - North Sydney and Hornsby,2026,121,Sydney - North Sydney and Hornsby,0.2091,0.189
21 NSydHrnsbNSW,Sydney - North Sydney and Hornsby,2027,121,Sydney - North Sydney and Hornsby,0.2117,0.189
21 NSydHrnsbNSW,Sydney - North Sydney and Hornsby,2028,121,Sydney - North Sydney and Hornsby,0.2145,0.1888
21 NSydHrnsbNSW,Sydney - North Sydney and Hornsby,2029,121,Sydney - North Sydney and Hornsby,0.2171,0.1883
21 NSydHrnsbNSW,Sydney - North Sydney and Hornsby,2030,121,Sydney - North Sydney and Hornsby,0.2194,0.1875
21 NSydHrnsbNSW,Sydney - North Sydney and Hornsby,2031,121,Sydney - North Sydney and Hornsby,0.2215,0.1866
21 NSydHrnsbNSW,Sydney - North Sydney and Hornsby,2032,121,Sydney - North Sydney and Hornsby,0.2234,0.1853
21 NSydHrnsbNSW,Sydney - North Sydney and Hornsby,2033,121,Sydney - North Sydney and Hornsby,0.225,0.1839
21 NSydHrnsbNSW,Sydney - North Sydney and Hornsby,2034,121,Sydney - North Sydney and Hornsby,0.2264,0.1822
21 NSydHrnsbNSW,Sydney - North Sydney and Hornsby,2035,121,Sydney - North Sydney and Hornsby,0.2276,0.1803
21 NSydHrnsbNSW,Sydney - North Sydney and Hornsby,2036,121,Sydney - North Sydney and Hornsby,0.2286,0.1782
21 NSydHrnsbNSW,Sydney - North Sydney and Hornsby,2037,121,Sydney - North Sydney and Hornsby,0.2294,0.1759
21 NSydHrnsbNSW,Sydney - North Sydney and Hornsby,2038,121,Sydney - North Sydney and Hornsby,0.23,0.1733
21 NSydHrnsbNSW,Sydney - North Sydney and Hornsby,2039,121,Sydney - North Sydney and Hornsby,0.2303,0.1705
21 NSydHrnsbNSW,Sydney - North Sydney and Hornsby,2040,121,Sydney - North Sydney and Hornsby,0.2306,0.1675
21 NSydHrnsbNSW,Sydney - North Sydney and Hornsby,2041,121,Sydney - North Sydney and Hornsby,0.2306,0.1645
21 NSydHrnsbNSW,Sydney - North Sydney and Hornsby,2042,121,Sydney - North Sydney and Hornsby,0.2305,0.1612
21 NSydHrnsbNSW,Sydney - North Sydney and Hornsby,2043,121,Sydney - North Sydney and Hornsby,0.2302,0.1579
21 NSydHrnsbNSW,Sydney - North Sydney and Hornsby,2044,121,Sydney - North Sydney and Hornsby,0.2297,0.1544
21 NSydHrnsbNSW,Sydney - North Sydney and Hornsby,2045,121,Sydney - North Sydney and Hornsby,0.2292,0.1507
21 NSydHrnsbNSW,Sydney - North Sydney and Hornsby,2046,121,Sydney - North Sydney and Hornsby,0.2284,0.147
21 NSydHrnsbNSW,Sydney - North Sydney and Hornsby,2047,121,Sydney - North Sydney and Hornsby,0.2276,0.1432
21 NSydHrnsbNSW,Sydney - North Sydney and Hornsby,2048,121,Sydney - North Sydney and Hornsby,0.2266,0.1393
21 NSydHrnsbNSW,Sydney - North Sydney and Hornsby,2049,121,Sydney - North Sydney and Hornsby,0.2254,NA
21 NSydHrnsbNSW,Sydney - North Sydney and Hornsby,2050,121,Sydney - North Sydney and Hornsby,0.2242,NA
21 NSydHrnsbNSW,Sydney - North Sydney and Hornsby,2051,121,Sydney - North Sydney and Hornsby,0.2229,NA
22 NBeachSydNSW,Sydney - Northern Beaches,2017,122,Sydney - Northern Beaches,0.0463,0.0506
22 NBeachSydNSW,Sydney - Northern Beaches,2018,122,Sydney - Northern Beaches,0.0465,0.0458
22 NBeachSydNSW,Sydney - Northern Beaches,2019,122,Sydney - Northern Beaches,0.0471,0.0453
22 NBeachSydNSW,Sydney - Northern Beaches,2020,122,Sydney - Northern Beaches,0.0506,0.0454
22 NBeachSydNSW,Sydney - Northern Beaches,2021,122,Sydney - Northern Beaches,0.047,0.0466
22 NBeachSydNSW,Sydney - Northern Beaches,2022,122,Sydney - Northern Beaches,0.0472,0.0456
22 NBeachSydNSW,Sydney - Northern Beaches,2023,122,Sydney - Northern Beaches,0.0485,0.0465
22 NBeachSydNSW,Sydney - Northern Beaches,2024,122,Sydney - Northern Beaches,0.0504,0.0466
22 NBeachSydNSW,Sydney - Northern Beaches,2025,122,Sydney - Northern Beaches,0.0503,0.0468
22 NBeachSydNSW,Sydney - Northern Beaches,2026,122,Sydney - Northern Beaches,0.0518,0.0468
22 NBeachSydNSW,Sydney - Northern Beaches,2027,122,Sydney - Northern Beaches,0.0524,0.0468
22 NBeachSydNSW,Sydney - Northern Beaches,2028,122,Sydney - Northern Beaches,0.0531,0.0468
22 NBeachSydNSW,Sydney - Northern Beaches,2029,122,Sydney - Northern Beaches,0.0538,0.0466
22 NBeachSydNSW,Sydney - Northern Beaches,2030,122,Sydney - Northern Beaches,0.0543,0.0465
22 NBeachSydNSW,Sydney - Northern Beaches,2031,122,Sydney - Northern Beaches,0.0549,0.0462
22 NBeachSydNSW,Sydney - Northern Beaches,2032,122,Sydney - Northern Beaches,0.0553,0.0459
22 NBeachSydNSW,Sydney - Northern Beaches,2033,122,Sydney - Northern Beaches,0.0557,0.0456
22 NBeachSydNSW,Sydney - Northern Beaches,2034,122,Sydney - Northern Beaches,0.0561,0.0451
22 NBeachSydNSW,Sydney - Northern Beaches,2035,122,Sydney - Northern Beaches,0.0564,0.0447
22 NBeachSydNSW,Sydney - Northern Beaches,2036,122,Sydney - Northern Beaches,0.0566,0.0441
22 NBeachSydNSW,Sydney - Northern Beaches,2037,122,Sydney - Northern Beaches,0.0568,0.0436
22 NBeachSydNSW,Sydney - Northern Beaches,2038,122,Sydney - Northern Beaches,0.057,0.0429
22 NBeachSydNSW,Sydney - Northern Beaches,2039,122,Sydney - Northern Beaches,0.0571,0.0422
22 NBeachSydNSW,Sydney - Northern Beaches,2040,122,Sydney - Northern Beaches,0.0571,0.0415
22 NBeachSydNSW,Sydney - Northern Beaches,2041,122,Sydney - Northern Beaches,0.0571,0.0407
22 NBeachSydNSW,Sydney - Northern Beaches,2042,122,Sydney - Northern Beaches,0.0571,0.0399
22 NBeachSydNSW,Sydney - Northern Beaches,2043,122,Sydney - Northern Beaches,0.057,0.0391
22 NBeachSydNSW,Sydney - Northern Beaches,2044,122,Sydney - Northern Beaches,0.0569,0.0382
22 NBeachSydNSW,Sydney - Northern Beaches,2045,122,Sydney - Northern Beaches,0.0568,0.0373
22 NBeachSydNSW,Sydney - Northern Beaches,2046,122,Sydney - Northern Beaches,0.0566,0.0364
22 NBeachSydNSW,Sydney - Northern Beaches,2047,122,Sydney - Northern Beaches,0.0564,0.0355
22 NBeachSydNSW,Sydney - Northern Beaches,2048,122,Sydney - Northern Beaches,0.0561,0.0345
22 NBeachSydNSW,Sydney - Northern Beaches,2049,122,Sydney - Northern Beaches,0.0558,NA
22 NBeachSydNSW,Sydney - Northern Beaches,2050,122,Sydney - Northern Beaches,0.0555,NA
22 NBeachSydNSW,Sydney - Northern Beaches,2051,122,Sydney - Northern Beaches,0.0552,NA
23 OtrSWSydNSW,Sydney - Outer South West,2017,123,Sydney - Outer South West,0.8058,0.8816
23 OtrSWSydNSW,Sydney - Outer South West,2018,123,Sydney - Outer South West,0.8102,0.7981
23 OtrSWSydNSW,Sydney - Outer South West,2019,123,Sydney - Outer South West,0.819,0.7881
23 OtrSWSydNSW,Sydney - Outer South West,2020,123,Sydney - Outer South West,0.8816,0.7911
23 OtrSWSydNSW,Sydney - Outer South West,2021,123,Sydney - Outer South West,0.8175,0.8111
23 OtrSWSydNSW,Sydney - Outer South West,2022,123,Sydney - Outer South West,0.822,0.7942
23 OtrSWSydNSW,Sydney - Outer South West,2023,123,Sydney - Outer South West,0.8441,0.8097
23 OtrSWSydNSW,Sydney - Outer South West,2024,123,Sydney - Outer South West,0.8766,0.8116
23 OtrSWSydNSW,Sydney - Outer South West,2025,123,Sydney - Outer South West,0.8761,0.8139
23 OtrSWSydNSW,Sydney - Outer South West,2026,123,Sydney - Outer South West,0.9016,0.8151
23 OtrSWSydNSW,Sydney - Outer South West,2027,123,Sydney - Outer South West,0.9129,0.8151
23 OtrSWSydNSW,Sydney - Outer South West,2028,123,Sydney - Outer South West,0.925,0.814
23 OtrSWSydNSW,Sydney - Outer South West,2029,123,Sydney - Outer South West,0.936,0.8119
23 OtrSWSydNSW,Sydney - Outer South West,2030,123,Sydney - Outer South West,0.946,0.8087
23 OtrSWSydNSW,Sydney - Outer South West,2031,123,Sydney - Outer South West,0.9551,0.8045
23 OtrSWSydNSW,Sydney - Outer South West,2032,123,Sydney - Outer South West,0.9631,0.7992
23 OtrSWSydNSW,Sydney - Outer South West,2033,123,Sydney - Outer South West,0.9702,0.793
23 OtrSWSydNSW,Sydney - Outer South West,2034,123,Sydney - Outer South West,0.9763,0.7857
23 OtrSWSydNSW,Sydney - Outer South West,2035,123,Sydney - Outer South West,0.9814,0.7775
23 OtrSWSydNSW,Sydney - Outer South West,2036,123,Sydney - Outer South West,0.9857,0.7683
23 OtrSWSydNSW,Sydney - Outer South West,2037,123,Sydney - Outer South West,0.989,0.7585
23 OtrSWSydNSW,Sydney - Outer South West,2038,123,Sydney - Outer South West,0.9915,0.7471
23 OtrSWSydNSW,Sydney - Outer South West,2039,123,Sydney - Outer South West,0.9932,0.735
23 OtrSWSydNSW,Sydney - Outer South West,2040,123,Sydney - Outer South West,0.9942,0.7224
23 OtrSWSydNSW,Sydney - Outer South West,2041,123,Sydney - Outer South West,0.9943,0.7091
23 OtrSWSydNSW,Sydney - Outer South West,2042,123,Sydney - Outer South West,0.9938,0.6952
23 OtrSWSydNSW,Sydney - Outer South West,2043,123,Sydney - Outer South West,0.9925,0.6807
23 OtrSWSydNSW,Sydney - Outer South West,2044,123,Sydney - Outer South West,0.9906,0.6656
23 OtrSWSydNSW,Sydney - Outer South West,2045,123,Sydney - Outer South West,0.9881,0.65
23 OtrSWSydNSW,Sydney - Outer South West,2046,123,Sydney - Outer South West,0.9849,0.6339
23 OtrSWSydNSW,Sydney - Outer South West,2047,123,Sydney - Outer South West,0.9812,0.6174
23 OtrSWSydNSW,Sydney - Outer South West,2048,123,Sydney - Outer South West,0.9769,0.6008
23 OtrSWSydNSW,Sydney - Outer South West,2049,123,Sydney - Outer South West,0.9721,NA
23 OtrSWSydNSW,Sydney - Outer South West,2050,123,Sydney - Outer South West,0.9668,NA
23 OtrSWSydNSW,Sydney - Outer South West,2051,123,Sydney - Outer South West,0.961,NA
24 OtWSyBluMNSW,Sydney - Outer West,2017,124,Sydney - Outer West and Blue Mountains,0.1817,0.1988
24 OtWSyBluMNSW,Sydney - Outer West,2018,124,Sydney - Outer West and Blue Mountains,0.1827,0.18
24 OtWSyBluMNSW,Sydney - Outer West,2019,124,Sydney - Outer West and Blue Mountains,0.1847,0.1777
24 OtWSyBluMNSW,Sydney - Outer West,2020,124,Sydney - Outer West and Blue Mountains,0.1988,0.1784
24 OtWSyBluMNSW,Sydney - Outer West,2021,124,Sydney - Outer West and Blue Mountains,0.1844,0.1829
24 OtWSyBluMNSW,Sydney - Outer West,2022,124,Sydney - Outer West and Blue Mountains,0.1854,0.1791
24 OtWSyBluMNSW,Sydney - Outer West,2023,124,Sydney - Outer West and Blue Mountains,0.1904,0.1826
24 OtWSyBluMNSW,Sydney - Outer West,2024,124,Sydney - Outer West and Blue Mountains,0.1977,0.183
24 OtWSyBluMNSW,Sydney - Outer West,2025,124,Sydney - Outer West and Blue Mountains,0.1976,0.1836
24 OtWSyBluMNSW,Sydney - Outer West,2026,124,Sydney - Outer West and Blue Mountains,0.2033,0.1838
24 OtWSyBluMNSW,Sydney - Outer West,2027,124,Sydney - Outer West and Blue Mountains,0.2059,0.1838
24 OtWSyBluMNSW,Sydney - Outer West,2028,124,Sydney - Outer West and Blue Mountains,0.2086,0.1836
24 OtWSyBluMNSW,Sydney - Outer West,2029,124,Sydney - Outer West and Blue Mountains,0.2111,0.1831
24 OtWSyBluMNSW,Sydney - Outer West,2030,124,Sydney - Outer West and Blue Mountains,0.2134,0.1824
24 OtWSyBluMNSW,Sydney - Outer West,2031,124,Sydney - Outer West and Blue Mountains,0.2154,0.1814
24 OtWSyBluMNSW,Sydney - Outer West,2032,124,Sydney - Outer West and Blue Mountains,0.2172,0.1802
24 OtWSyBluMNSW,Sydney - Outer West,2033,124,Sydney - Outer West and Blue Mountains,0.2188,0.1788
24 OtWSyBluMNSW,Sydney - Outer West,2034,124,Sydney - Outer West and Blue Mountains,0.2202,0.1772
24 OtWSyBluMNSW,Sydney - Outer West,2035,124,Sydney - Outer West and Blue Mountains,0.2213,0.1753
24 OtWSyBluMNSW,Sydney - Outer West,2036,124,Sydney - Outer West and Blue Mountains,0.2223,0.1733
24 OtWSyBluMNSW,Sydney - Outer West,2037,124,Sydney - Outer West and Blue Mountains,0.2231,0.1711
24 OtWSyBluMNSW,Sydney - Outer West,2038,124,Sydney - Outer West and Blue Mountains,0.2236,0.1685
24 OtWSyBluMNSW,Sydney - Outer West,2039,124,Sydney - Outer West and Blue Mountains,0.224,0.1658
24 OtWSyBluMNSW,Sydney - Outer West,2040,124,Sydney - Outer West and Blue Mountains,0.2242,0.1629
24 OtWSyBluMNSW,Sydney - Outer West,2041,124,Sydney - Outer West and Blue Mountains,0.2243,0.1599
24 OtWSyBluMNSW,Sydney - Outer West,2042,124,Sydney - Outer West and Blue Mountains,0.2241,0.1568
24 OtWSyBluMNSW,Sydney - Outer West,2043,124,Sydney - Outer West and Blue Mountains,0.2238,0.1535
24 OtWSyBluMNSW,Sydney - Outer West,2044,124,Sydney - Outer West and Blue Mountains,0.2234,0.1501
24 OtWSyBluMNSW,Sydney - Outer West,2045,124,Sydney - Outer West and Blue Mountains,0.2228,0.1466
24 OtWSyBluMNSW,Sydney - Outer West,2046,124,Sydney - Outer West and Blue Mountains,0.2221,0.143
24 OtWSyBluMNSW,Sydney - Outer West,2047,124,Sydney - Outer West and Blue Mountains,0.2213,0.1392
24 OtWSyBluMNSW,Sydney - Outer West,2048,124,Sydney - Outer West and Blue Mountains,0.2203,0.1355
24 OtWSyBluMNSW,Sydney - Outer West,2049,124,Sydney - Outer West and Blue Mountains,0.2192,NA
24 OtWSyBluMNSW,Sydney - Outer West,2050,124,Sydney - Outer West and Blue Mountains,0.218,NA
24 OtWSyBluMNSW,Sydney - Outer West,2051,124,Sydney - Outer West and Blue Mountains,0.2167,NA
25 ParramattNSW,Sydney - Parramatta,2017,125,Sydney - Parramatta,0.06,0.0657
25 ParramattNSW,Sydney - Parramatta,2018,125,Sydney - Parramatta,0.0603,0.0594
25 ParramattNSW,Sydney - Parramatta,2019,125,Sydney - Parramatta,0.061,0.0587
25 ParramattNSW,Sydney - Parramatta,2020,125,Sydney - Parramatta,0.0657,0.0589
25 ParramattNSW,Sydney - Parramatta,2021,125,Sydney - Parramatta,0.0609,0.0604
25 ParramattNSW,Sydney - Parramatta,2022,125,Sydney - Parramatta,0.0612,0.0591
25 ParramattNSW,Sydney - Parramatta,2023,125,Sydney - Parramatta,0.0629,0.0603
25 ParramattNSW,Sydney - Parramatta,2024,125,Sydney - Parramatta,0.0653,0.0604
25 ParramattNSW,Sydney - Parramatta,2025,125,Sydney - Parramatta,0.0652,0.0606
25 ParramattNSW,Sydney - Parramatta,2026,125,Sydney - Parramatta,0.0671,0.0607
25 ParramattNSW,Sydney - Parramatta,2027,125,Sydney - Parramatta,0.068,0.0607
25 ParramattNSW,Sydney - Parramatta,2028,125,Sydney - Parramatta,0.0689,0.0606
25 ParramattNSW,Sydney - Parramatta,2029,125,Sydney - Parramatta,0.0697,0.0605
25 ParramattNSW,Sydney - Parramatta,2030,125,Sydney - Parramatta,0.0704,0.0602
25 ParramattNSW,Sydney - Parramatta,2031,125,Sydney - Parramatta,0.0711,0.0599
25 ParramattNSW,Sydney - Parramatta,2032,125,Sydney - Parramatta,0.0717,0.0595
25 ParramattNSW,Sydney - Parramatta,2033,125,Sydney - Parramatta,0.0722,0.0591
25 ParramattNSW,Sydney - Parramatta,2034,125,Sydney - Parramatta,0.0727,0.0585
25 ParramattNSW,Sydney - Parramatta,2035,125,Sydney - Parramatta,0.0731,0.0579
25 ParramattNSW,Sydney - Parramatta,2036,125,Sydney - Parramatta,0.0734,0.0572
25 ParramattNSW,Sydney - Parramatta,2037,125,Sydney - Parramatta,0.0737,0.0565
25 ParramattNSW,Sydney - Parramatta,2038,125,Sydney - Parramatta,0.0738,0.0556
25 ParramattNSW,Sydney - Parramatta,2039,125,Sydney - Parramatta,0.074,0.0547
25 ParramattNSW,Sydney - Parramatta,2040,125,Sydney - Parramatta,0.074,0.0538
25 ParramattNSW,Sydney - Parramatta,2041,125,Sydney - Parramatta,0.074,0.0528
25 ParramattNSW,Sydney - Parramatta,2042,125,Sydney - Parramatta,0.074,0.0518
25 ParramattNSW,Sydney - Parramatta,2043,125,Sydney - Parramatta,0.0739,0.0507
25 ParramattNSW,Sydney - Parramatta,2044,125,Sydney - Parramatta,0.0738,0.0496
25 ParramattNSW,Sydney - Parramatta,2045,125,Sydney - Parramatta,0.0736,0.0484
25 ParramattNSW,Sydney - Parramatta,2046,125,Sydney - Parramatta,0.0733,0.0472
25 ParramattNSW,Sydney - Parramatta,2047,125,Sydney - Parramatta,0.0731,0.046
25 ParramattNSW,Sydney - Parramatta,2048,125,Sydney - Parramatta,0.0727,0.0447
25 ParramattNSW,Sydney - Parramatta,2049,125,Sydney - Parramatta,0.0724,NA
25 ParramattNSW,Sydney - Parramatta,2050,125,Sydney - Parramatta,0.072,NA
25 ParramattNSW,Sydney - Parramatta,2051,125,Sydney - Parramatta,0.0716,NA
26 RydeNSW,Sydney - Ryde,2017,126,Sydney - Ryde,0.0497,0.0544
26 RydeNSW,Sydney - Ryde,2018,126,Sydney - Ryde,0.05,0.0492
26 RydeNSW,Sydney - Ryde,2019,126,Sydney - Ryde,0.0505,0.0486
26 RydeNSW,Sydney - Ryde,2020,126,Sydney - Ryde,0.0544,0.0488
26 RydeNSW,Sydney - Ryde,2021,126,Sydney - Ryde,0.0504,0.05
26 RydeNSW,Sydney - Ryde,2022,126,Sydney - Ryde,0.0507,0.049
26 RydeNSW,Sydney - Ryde,2023,126,Sydney - Ryde,0.0521,0.05
26 RydeNSW,Sydney - Ryde,2024,126,Sydney - Ryde,0.0541,0.0501
26 RydeNSW,Sydney - Ryde,2025,126,Sydney - Ryde,0.0541,0.0502
26 RydeNSW,Sydney - Ryde,2026,126,Sydney - Ryde,0.0556,0.0503
26 RydeNSW,Sydney - Ryde,2027,126,Sydney - Ryde,0.0563,0.0503
26 RydeNSW,Sydney - Ryde,2028,126,Sydney - Ryde,0.0571,0.0502
26 RydeNSW,Sydney - Ryde,2029,126,Sydney - Ryde,0.0578,0.0501
26 RydeNSW,Sydney - Ryde,2030,126,Sydney - Ryde,0.0584,0.0499
26 RydeNSW,Sydney - Ryde,2031,126,Sydney - Ryde,0.0589,0.0496
26 RydeNSW,Sydney - Ryde,2032,126,Sydney - Ryde,0.0594,0.0493
26 RydeNSW,Sydney - Ryde,2033,126,Sydney - Ryde,0.0599,0.0489
26 RydeNSW,Sydney - Ryde,2034,126,Sydney - Ryde,0.0602,0.0485
26 RydeNSW,Sydney - Ryde,2035,126,Sydney - Ryde,0.0606,0.048
26 RydeNSW,Sydney - Ryde,2036,126,Sydney - Ryde,0.0608,0.0474
26 RydeNSW,Sydney - Ryde,2037,126,Sydney - Ryde,0.061,0.0468
26 RydeNSW,Sydney - Ryde,2038,126,Sydney - Ryde,0.0612,0.0461
26 RydeNSW,Sydney - Ryde,2039,126,Sydney - Ryde,0.0613,0.0454
26 RydeNSW,Sydney - Ryde,2040,126,Sydney - Ryde,0.0613,0.0446
26 RydeNSW,Sydney - Ryde,2041,126,Sydney - Ryde,0.0614,0.0438
26 RydeNSW,Sydney - Ryde,2042,126,Sydney - Ryde,0.0613,0.0429
26 RydeNSW,Sydney - Ryde,2043,126,Sydney - Ryde,0.0612,0.042
26 RydeNSW,Sydney - Ryde,2044,126,Sydney - Ryde,0.0611,0.0411
26 RydeNSW,Sydney - Ryde,2045,126,Sydney - Ryde,0.061,0.0401
26 RydeNSW,Sydney - Ryde,2046,126,Sydney - Ryde,0.0608,0.0391
26 RydeNSW,Sydney - Ryde,2047,126,Sydney - Ryde,0.0605,0.0381
26 RydeNSW,Sydney - Ryde,2048,126,Sydney - Ryde,0.0603,0.0371
26 RydeNSW,Sydney - Ryde,2049,126,Sydney - Ryde,0.06,NA
26 RydeNSW,Sydney - Ryde,2050,126,Sydney - Ryde,0.0597,NA
26 RydeNSW,Sydney - Ryde,2051,126,Sydney - Ryde,0.0593,NA
27 SWSydNSW,Sydney - South West,2017,127,Sydney - South West,0.0531,0.0581
27 SWSydNSW,Sydney - South West,2018,127,Sydney - South West,0.0534,0.0526
27 SWSydNSW,Sydney - South West,2019,127,Sydney - South West,0.054,0.052
27 SWSydNSW,Sydney - South West,2020,127,Sydney - South West,0.0581,0.0522
27 SWSydNSW,Sydney - South West,2021,127,Sydney - South West,0.053900000000000003,0.0535
27 SWSydNSW,Sydney - South West,2022,127,Sydney - South West,0.0542,0.0524
27 SWSydNSW,Sydney - South West,2023,127,Sydney - South West,0.0557,0.0534
27 SWSydNSW,Sydney - South West,2024,127,Sydney - South West,0.0578,0.0535
27 SWSydNSW,Sydney - South West,2025,127,Sydney - South West,0.0578,0.0537
27 SWSydNSW,Sydney - South West,2026,127,Sydney - South West,0.0595,0.0538
27 SWSydNSW,Sydney - South West,2027,127,Sydney - South West,0.0602,0.0538
27 SWSydNSW,Sydney - South West,2028,127,Sydney - South West,0.061,0.0537
27 SWSydNSW,Sydney - South West,2029,127,Sydney - South West,0.0617,0.0536
27 SWSydNSW,Sydney - South West,2030,127,Sydney - South West,0.0624,0.0533
27 SWSydNSW,Sydney - South West,2031,127,Sydney - South West,0.063,0.0531
27 SWSydNSW,Sydney - South West,2032,127,Sydney - South West,0.0635,0.0527
27 SWSydNSW,Sydney - South West,2033,127,Sydney - South West,0.064,0.0523
27 SWSydNSW,Sydney - South West,2034,127,Sydney - South West,0.0644,0.0518
27 SWSydNSW,Sydney - South West,2035,127,Sydney - South West,0.0647,0.0513
27 SWSydNSW,Sydney - South West,2036,127,Sydney - South West,0.065,0.0507
27 SWSydNSW,Sydney - South West,2037,127,Sydney - South West,0.0652,0.05
27 SWSydNSW,Sydney - South West,2038,127,Sydney - South West,0.0654,0.0493
27 SWSydNSW,Sydney - South West,2039,127,Sydney - South West,0.0655,0.0485
27 SWSydNSW,Sydney - South West,2040,127,Sydney - South West,0.0656,0.0476
27 SWSydNSW,Sydney - South West,2041,127,Sydney - South West,0.0656,0.0468
27 SWSydNSW,Sydney - South West,2042,127,Sydney - South West,0.0655,0.0459
27 SWSydNSW,Sydney - South West,2043,127,Sydney - South West,0.0655,0.0449
27 SWSydNSW,Sydney - South West,2044,127,Sydney - South West,0.0653,0.0439
27 SWSydNSW,Sydney - South West,2045,127,Sydney - South West,0.0652,0.0429
27 SWSydNSW,Sydney - South West,2046,127,Sydney - South West,0.065,0.0418
27 SWSydNSW,Sydney - South West,2047,127,Sydney - South West,0.0647,0.0407
27 SWSydNSW,Sydney - South West,2048,127,Sydney - South West,0.0644,0.0396
27 SWSydNSW,Sydney - South West,2049,127,Sydney - South West,0.0641,NA
27 SWSydNSW,Sydney - South West,2050,127,Sydney - South West,0.0638,NA
27 SWSydNSW,Sydney - South West,2051,127,Sydney - South West,0.0634,NA
28 SutherlndNSW,Sydney - Sutherland,2017,128,Sydney - Sutherland,0.084,0.0919
28 SutherlndNSW,Sydney - Sutherland,2018,128,Sydney - Sutherland,0.0845,0.0832
28 SutherlndNSW,Sydney - Sutherland,2019,128,Sydney - Sutherland,0.0854,0.0822
28 SutherlndNSW,Sydney - Sutherland,2020,128,Sydney - Sutherland,0.0919,0.0825
28 SutherlndNSW,Sydney - Sutherland,2021,128,Sydney - Sutherland,0.0852,0.0846
28 SutherlndNSW,Sydney - Sutherland,2022,128,Sydney - Sutherland,0.0857,0.0828
28 SutherlndNSW,Sydney - Sutherland,2023,128,Sydney - Sutherland,0.088,0.0844
28 SutherlndNSW,Sydney - Sutherland,2024,128,Sydney - Sutherland,0.0914,0.0846
28 SutherlndNSW,Sydney - Sutherland,2025,128,Sydney - Sutherland,0.0913,0.0849
28 SutherlndNSW,Sydney - Sutherland,2026,128,Sydney - Sutherland,0.094,0.085
28 SutherlndNSW,Sydney - Sutherland,2027,128,Sydney - Sutherland,0.0952,0.085
28 SutherlndNSW,Sydney - Sutherland,2028,128,Sydney - Sutherland,0.0964,0.0849
28 SutherlndNSW,Sydney - Sutherland,2029,128,Sydney - Sutherland,0.0976,0.0846
28 SutherlndNSW,Sydney - Sutherland,2030,128,Sydney - Sutherland,0.0986,0.0843
28 SutherlndNSW,Sydney - Sutherland,2031,128,Sydney - Sutherland,0.0996,0.0839
28 SutherlndNSW,Sydney - Sutherland,2032,128,Sydney - Sutherland,0.1004,0.0833
28 SutherlndNSW,Sydney - Sutherland,2033,128,Sydney - Sutherland,0.1011,0.0827
28 SutherlndNSW,Sydney - Sutherland,2034,128,Sydney - Sutherland,0.1018,0.0819
28 SutherlndNSW,Sydney - Sutherland,2035,128,Sydney - Sutherland,0.1023,0.0811
28 SutherlndNSW,Sydney - Sutherland,2036,128,Sydney - Sutherland,0.1028,0.0801
28 SutherlndNSW,Sydney - Sutherland,2037,128,Sydney - Sutherland,0.1031,0.0791
28 SutherlndNSW,Sydney - Sutherland,2038,128,Sydney - Sutherland,0.1034,0.0779
28 SutherlndNSW,Sydney - Sutherland,2039,128,Sydney - Sutherland,0.1036,0.0766
28 SutherlndNSW,Sydney - Sutherland,2040,128,Sydney - Sutherland,0.1036,0.0753
28 SutherlndNSW,Sydney - Sutherland,2041,128,Sydney - Sutherland,0.1037,0.0739
