var,state,year,value,occupation_group
Wood Trades Workers,zero,2028,40.3275,O2 PROFESSIONALS
Wood Trades Workers,zero,2029,41.3461,O2 PROFESSIONALS
Wood Trades Workers,zero,2030,42.3724,O2 PROFESSIONALS
Wood Trades Workers,zero,2031,43.4087,O2 PROFESSIONALS
Wood Trades Workers,zero,2032,44.4565,O2 PROFESSIONALS
Wood Trades Workers,zero,2033,45.5172,O2 PROFESSIONALS
Wood Trades Workers,zero,2034,46.5915,O2 PROFESSIONALS
Wood Trades Workers,zero,2035,47.6801,O2 PROFESSIONALS
Wood Trades Workers,zero,2036,48.7842,O2 PROFESSIONALS
Wood Trades Workers,zero,2037,49.9046,O2 PROFESSIONALS
Wood Trades Workers,zero,2038,51.0434,O2 PROFESSIONALS
Wood Trades Workers,zero,2039,52.2019,O2 PROFESSIONALS
Wood Trades Workers,zero,2040,53.4182,O2 PROFESSIONALS
Wood Trades Workers,zero,2041,54.59,O2 PROFESSIONALS
Wood Trades Workers,zero,2042,55.8066,O2 PROFESSIONALS
Wood Trades Workers,zero,2043,57.0596,O2 PROFESSIONALS
Wood Trades Workers,zero,2044,58.3426,O2 PROFESSIONALS
Wood Trades Workers,zero,2045,59.6559,O2 PROFESSIONALS
Wood Trades Workers,zero,2046,60.9976,O2 PROFESSIONALS
Wood Trades Workers,zero,2047,62.3678,O2 PROFESSIONALS
Wood Trades Workers,zero,2048,63.7663,O2 PROFESSIONALS
Wood Trades Workers,zero,2049,65.193,O2 PROFESSIONALS
Wood Trades Workers,zero,2050,66.6475,O2 PROFESSIONALS
Miscellaneous Technicians and Trades Workers,zero,2020,71.9719,O2 PROFESSIONALS
Miscellaneous Technicians and Trades Workers,zero,2021,70.6599,O2 PROFESSIONALS
Miscellaneous Technicians and Trades Workers,zero,2022,71.4049,O2 PROFESSIONALS
Miscellaneous Technicians and Trades Workers,zero,2023,71.7532,O2 PROFESSIONALS
Miscellaneous Technicians and Trades Workers,zero,2024,73.0958,O2 PROFESSIONALS
Miscellaneous Technicians and Trades Workers,zero,2025,74.4564,O2 PROFESSIONALS
Miscellaneous Technicians and Trades Workers,zero,2026,75.6135,O2 PROFESSIONALS
Miscellaneous Technicians and Trades Workers,zero,2027,76.8747,O2 PROFESSIONALS
Miscellaneous Technicians and Trades Workers,zero,2028,78.136,O2 PROFESSIONALS
Miscellaneous Technicians and Trades Workers,zero,2029,79.4021,O2 PROFESSIONALS
Miscellaneous Technicians and Trades Workers,zero,2030,80.6661,O2 PROFESSIONALS
Miscellaneous Technicians and Trades Workers,zero,2031,81.9272,O2 PROFESSIONALS
Miscellaneous Technicians and Trades Workers,zero,2032,83.1813,O2 PROFESSIONALS
Miscellaneous Technicians and Trades Workers,zero,2033,84.426,O2 PROFESSIONALS
Miscellaneous Technicians and Trades Workers,zero,2034,85.6636,O2 PROFESSIONALS
Miscellaneous Technicians and Trades Workers,zero,2035,86.8976,O2 PROFESSIONALS
Miscellaneous Technicians and Trades Workers,zero,2036,88.1289,O2 PROFESSIONALS
Miscellaneous Technicians and Trades Workers,zero,2037,89.3581,O2 PROFESSIONALS
Miscellaneous Technicians and Trades Workers,zero,2038,90.5869,O2 PROFESSIONALS
Miscellaneous Technicians and Trades Workers,zero,2039,91.8175,O2 PROFESSIONALS
Miscellaneous Technicians and Trades Workers,zero,2040,93.1089,O2 PROFESSIONALS
Miscellaneous Technicians and Trades Workers,zero,2041,94.2868,O2 PROFESSIONALS
Miscellaneous Technicians and Trades Workers,zero,2042,95.4712,O2 PROFESSIONALS
Miscellaneous Technicians and Trades Workers,zero,2043,96.6561,O2 PROFESSIONALS
Miscellaneous Technicians and Trades Workers,zero,2044,97.8366,O2 PROFESSIONALS
Miscellaneous Technicians and Trades Workers,zero,2045,99.0114,O2 PROFESSIONALS
Miscellaneous Technicians and Trades Workers,zero,2046,100.181,O2 PROFESSIONALS
Miscellaneous Technicians and Trades Workers,zero,2047,101.3452,O2 PROFESSIONALS
Miscellaneous Technicians and Trades Workers,zero,2048,102.5056,O2 PROFESSIONALS
Miscellaneous Technicians and Trades Workers,zero,2049,103.6647,O2 PROFESSIONALS
Miscellaneous Technicians and Trades Workers,zero,2050,104.8238,O2 PROFESSIONALS
Health and Welfare Support Workers,zero,2020,140.5945,O2 PROFESSIONALS
Health and Welfare Support Workers,zero,2021,145.4306,O2 PROFESSIONALS
Health and Welfare Support Workers,zero,2022,145.3269,O2 PROFESSIONALS
Health and Welfare Support Workers,zero,2023,145.6536,O2 PROFESSIONALS
Health and Welfare Support Workers,zero,2024,146.5792,O2 PROFESSIONALS
Health and Welfare Support Workers,zero,2025,146.0223,O2 PROFESSIONALS
Health and Welfare Support Workers,zero,2026,148.0711,O2 PROFESSIONALS
Health and Welfare Support Workers,zero,2027,150.2951,O2 PROFESSIONALS
Health and Welfare Support Workers,zero,2028,152.5233,O2 PROFESSIONALS
Health and Welfare Support Workers,zero,2029,154.7669,O2 PROFESSIONALS
Health and Welfare Support Workers,zero,2030,157.0161,O2 PROFESSIONALS
Health and Welfare Support Workers,zero,2031,159.268,O2 PROFESSIONALS
Health and Welfare Support Workers,zero,2032,161.5205,O2 PROFESSIONALS
Health and Welfare Support Workers,zero,2033,163.7719,O2 PROFESSIONALS
Health and Welfare Support Workers,zero,2034,166.02,O2 PROFESSIONALS
Health and Welfare Support Workers,zero,2035,168.2636,O2 PROFESSIONALS
Health and Welfare Support Workers,zero,2036,170.5022,O2 PROFESSIONALS
Health and Welfare Support Workers,zero,2037,172.7358,O2 PROFESSIONALS
Health and Welfare Support Workers,zero,2038,174.9661,O2 PROFESSIONALS
Health and Welfare Support Workers,zero,2039,177.1938,O2 PROFESSIONALS
Health and Welfare Support Workers,zero,2040,179.5124,O2 PROFESSIONALS
Health and Welfare Support Workers,zero,2041,181.6939,O2 PROFESSIONALS
Health and Welfare Support Workers,zero,2042,183.8924,O2 PROFESSIONALS
Health and Welfare Support Workers,zero,2043,186.1016,O2 PROFESSIONALS
Health and Welfare Support Workers,zero,2044,188.3101,O2 PROFESSIONALS
Health and Welfare Support Workers,zero,2045,190.5178,O2 PROFESSIONALS
Health and Welfare Support Workers,zero,2046,192.7258,O2 PROFESSIONALS
Health and Welfare Support Workers,zero,2047,194.9312,O2 PROFESSIONALS
Health and Welfare Support Workers,zero,2048,197.1325,O2 PROFESSIONALS
Health and Welfare Support Workers,zero,2049,199.3325,O2 PROFESSIONALS
Health and Welfare Support Workers,zero,2050,201.5308,O2 PROFESSIONALS
Child Carers,zero,2020,160.3753,O2 PROFESSIONALS
Child Carers,zero,2021,160.1714,O2 PROFESSIONALS
Child Carers,zero,2022,162.2327,O2 PROFESSIONALS
Child Carers,zero,2023,162.9513,O2 PROFESSIONALS
Child Carers,zero,2024,164.0034,O2 PROFESSIONALS
Child Carers,zero,2025,166.3642,O2 PROFESSIONALS
Child Carers,zero,2026,168.8093,O2 PROFESSIONALS
Child Carers,zero,2027,171.4264,O2 PROFESSIONALS
Child Carers,zero,2028,174.0384,O2 PROFESSIONALS
Child Carers,zero,2029,176.6585,O2 PROFESSIONALS
Child Carers,zero,2030,179.2794,O2 PROFESSIONALS
Child Carers,zero,2031,181.8987,O2 PROFESSIONALS
Child Carers,zero,2032,184.5151,O2 PROFESSIONALS
Child Carers,zero,2033,187.1271,O2 PROFESSIONALS
Child Carers,zero,2034,189.7333,O2 PROFESSIONALS
Child Carers,zero,2035,192.3329,O2 PROFESSIONALS
Child Carers,zero,2036,194.9261,O2 PROFESSIONALS
Child Carers,zero,2037,197.5138,O2 PROFESSIONALS
Child Carers,zero,2038,200.0983,O2 PROFESSIONALS
Child Carers,zero,2039,202.6806,O2 PROFESSIONALS
Child Carers,zero,2040,205.3299,O2 PROFESSIONALS
Child Carers,zero,2041,207.8539,O2 PROFESSIONALS
Child Carers,zero,2042,210.3888,O2 PROFESSIONALS
Child Carers,zero,2043,212.923,O2 PROFESSIONALS
Child Carers,zero,2044,215.4473,O2 PROFESSIONALS
Child Carers,zero,2045,217.9571,O2 PROFESSIONALS
Child Carers,zero,2046,220.4494,O2 PROFESSIONALS
Child Carers,zero,2047,222.9194,O2 PROFESSIONALS
Child Carers,zero,2048,225.3647,O2 PROFESSIONALS
Child Carers,zero,2049,227.7825,O2 PROFESSIONALS
Child Carers,zero,2050,230.1708,O2 PROFESSIONALS
Education Aides,zero,2020,105.3618,O2 PROFESSIONALS
Education Aides,zero,2021,110.2783,O2 PROFESSIONALS
Education Aides,zero,2022,109.794,O2 PROFESSIONALS
Education Aides,zero,2023,110.2575,O2 PROFESSIONALS
Education Aides,zero,2024,110.6585,O2 PROFESSIONALS
Education Aides,zero,2025,109.955,O2 PROFESSIONALS
Education Aides,zero,2026,111.1443,O2 PROFESSIONALS
Education Aides,zero,2027,112.528,O2 PROFESSIONALS
Education Aides,zero,2028,113.9015,O2 PROFESSIONALS
Education Aides,zero,2029,115.2831,O2 PROFESSIONALS
Education Aides,zero,2030,116.665,O2 PROFESSIONALS
Education Aides,zero,2031,118.0451,O2 PROFESSIONALS
Education Aides,zero,2032,119.422,O2 PROFESSIONALS
Education Aides,zero,2033,120.7941,O2 PROFESSIONALS
Education Aides,zero,2034,122.1598,O2 PROFESSIONALS
Education Aides,zero,2035,123.5182,O2 PROFESSIONALS
Education Aides,zero,2036,124.8685,O2 PROFESSIONALS
Education Aides,zero,2037,126.2109,O2 PROFESSIONALS
Education Aides,zero,2038,127.5461,O2 PROFESSIONALS
Education Aides,zero,2039,128.8745,O2 PROFESSIONALS
Education Aides,zero,2040,130.2576,O2 PROFESSIONALS
Education Aides,zero,2041,131.5274,O2 PROFESSIONALS
Education Aides,zero,2042,132.7918,O2 PROFESSIONALS
Education Aides,zero,2043,134.0447,O2 PROFESSIONALS
Education Aides,zero,2044,135.2795,O2 PROFESSIONALS
Education Aides,zero,2045,136.4934,O2 PROFESSIONALS
Education Aides,zero,2046,137.6846,O2 PROFESSIONALS
Education Aides,zero,2047,138.8493,O2 PROFESSIONALS
Education Aides,zero,2048,139.9853,O2 PROFESSIONALS
Education Aides,zero,2049,141.0907,O2 PROFESSIONALS
Education Aides,zero,2050,142.1638,O2 PROFESSIONALS
Hospitality Workers,zero,2020,305.6321,O2 PROFESSIONALS
Hospitality Workers,zero,2021,314.7545,O2 PROFESSIONALS
Hospitality Workers,zero,2022,315.1062,O2 PROFESSIONALS
Hospitality Workers,zero,2023,316.1856,O2 PROFESSIONALS
Hospitality Workers,zero,2024,318.0551,O2 PROFESSIONALS
Hospitality Workers,zero,2025,317.5886,O2 PROFESSIONALS
Hospitality Workers,zero,2026,322.0279,O2 PROFESSIONALS
Hospitality Workers,zero,2027,326.9216,O2 PROFESSIONALS
Hospitality Workers,zero,2028,331.8098,O2 PROFESSIONALS
Hospitality Workers,zero,2029,336.7298,O2 PROFESSIONALS
Hospitality Workers,zero,2030,341.6614,O2 PROFESSIONALS
Hospitality Workers,zero,2031,346.5979,O2 PROFESSIONALS
Hospitality Workers,zero,2032,351.5346,O2 PROFESSIONALS
Hospitality Workers,zero,2033,356.4667,O2 PROFESSIONALS
Hospitality Workers,zero,2034,361.3899,O2 PROFESSIONALS
Hospitality Workers,zero,2035,366.3017,O2 PROFESSIONALS
Hospitality Workers,zero,2036,371.201,O2 PROFESSIONALS
Hospitality Workers,zero,2037,376.088,O2 PROFESSIONALS
Hospitality Workers,zero,2038,380.9657,O2 PROFESSIONALS
Hospitality Workers,zero,2039,385.8356,O2 PROFESSIONALS
Hospitality Workers,zero,2040,390.8758,O2 PROFESSIONALS
Hospitality Workers,zero,2041,395.6493,O2 PROFESSIONALS
Hospitality Workers,zero,2042,400.4475,O2 PROFESSIONALS
Hospitality Workers,zero,2043,405.2561,O2 PROFESSIONALS
Hospitality Workers,zero,2044,410.0575,O2 PROFESSIONALS
Hospitality Workers,zero,2045,414.8487,O2 PROFESSIONALS
Hospitality Workers,zero,2046,419.6292,O2 PROFESSIONALS
Hospitality Workers,zero,2047,424.3945,O2 PROFESSIONALS
Hospitality Workers,zero,2048,429.143,O2 PROFESSIONALS
Hospitality Workers,zero,2049,433.8777,O2 PROFESSIONALS
Hospitality Workers,zero,2050,438.5991,O2 PROFESSIONALS
"Defence Force Members, Fire Fighters and Police",zero,2020,265.6231,O2 PROFESSIONALS
"Defence Force Members, Fire Fighters and Police",zero,2021,250.2464,O2 PROFESSIONALS
"Defence Force Members, Fire Fighters and Police",zero,2022,263.1226,O2 PROFESSIONALS
"Defence Force Members, Fire Fighters and Police",zero,2023,266.7051,O2 PROFESSIONALS
"Defence Force Members, Fire Fighters and Police",zero,2024,270.9422,O2 PROFESSIONALS
"Defence Force Members, Fire Fighters and Police",zero,2025,282.7516,O2 PROFESSIONALS
"Defence Force Members, Fire Fighters and Police",zero,2026,289.4142,O2 PROFESSIONALS
"Defence Force Members, Fire Fighters and Police",zero,2027,296.5959,O2 PROFESSIONALS
"Defence Force Members, Fire Fighters and Police",zero,2028,303.7467,O2 PROFESSIONALS
"Defence Force Members, Fire Fighters and Police",zero,2029,310.9327,O2 PROFESSIONALS
"Defence Force Members, Fire Fighters and Police",zero,2030,318.1396,O2 PROFESSIONALS
"Defence Force Members, Fire Fighters and Police",zero,2031,325.3696,O2 PROFESSIONALS
"Defence Force Members, Fire Fighters and Police",zero,2032,332.6265,O2 PROFESSIONALS
"Defence Force Members, Fire Fighters and Police",zero,2033,339.9124,O2 PROFESSIONALS
"Defence Force Members, Fire Fighters and Police",zero,2034,347.2275,O2 PROFESSIONALS
"Defence Force Members, Fire Fighters and Police",zero,2035,354.5715,O2 PROFESSIONALS
"Defence Force Members, Fire Fighters and Police",zero,2036,361.9466,O2 PROFESSIONALS
"Defence Force Members, Fire Fighters and Police",zero,2037,369.3529,O2 PROFESSIONALS
"Defence Force Members, Fire Fighters and Police",zero,2038,376.7985,O2 PROFESSIONALS
"Defence Force Members, Fire Fighters and Police",zero,2039,384.2853,O2 PROFESSIONALS
"Defence Force Members, Fire Fighters and Police",zero,2040,392.0509,O2 PROFESSIONALS
"Defence Force Members, Fire Fighters and Police",zero,2041,399.4665,O2 PROFESSIONALS
"Defence Force Members, Fire Fighters and Police",zero,2042,406.9875,O2 PROFESSIONALS
"Defence Force Members, Fire Fighters and Police",zero,2043,414.5743,O2 PROFESSIONALS
"Defence Force Members, Fire Fighters and Police",zero,2044,422.1951,O2 PROFESSIONALS
"Defence Force Members, Fire Fighters and Police",zero,2045,429.8345,O2 PROFESSIONALS
"Defence Force Members, Fire Fighters and Police",zero,2046,437.4796,O2 PROFESSIONALS
"Defence Force Members, Fire Fighters and Police",zero,2047,445.1141,O2 PROFESSIONALS
"Defence Force Members, Fire Fighters and Police",zero,2048,452.7254,O2 PROFESSIONALS
"Defence Force Members, Fire Fighters and Police",zero,2049,460.301,O2 PROFESSIONALS
"Defence Force Members, Fire Fighters and Police",zero,2050,467.8311,O2 PROFESSIONALS
Prison and Security Officers,zero,2020,92.9122,O2 PROFESSIONALS
Prison and Security Officers,zero,2021,99.1941,O2 PROFESSIONALS
Prison and Security Officers,zero,2022,97.3082,O2 PROFESSIONALS
Prison and Security Officers,zero,2023,97.3812,O2 PROFESSIONALS
Prison and Security Officers,zero,2024,98.0593,O2 PROFESSIONALS
Prison and Security Officers,zero,2025,95.6491,O2 PROFESSIONALS
Prison and Security Officers,zero,2026,96.9086,O2 PROFESSIONALS
Prison and Security Officers,zero,2027,98.2602,O2 PROFESSIONALS
Prison and Security Officers,zero,2028,99.6152,O2 PROFESSIONALS
Prison and Security Officers,zero,2029,100.9789,O2 PROFESSIONALS
Prison and Security Officers,zero,2030,102.3427,O2 PROFESSIONALS
Prison and Security Officers,zero,2031,103.7043,O2 PROFESSIONALS
Prison and Security Officers,zero,2032,105.0623,O2 PROFESSIONALS
Prison and Security Officers,zero,2033,106.4152,O2 PROFESSIONALS
Prison and Security Officers,zero,2034,107.7612,O2 PROFESSIONALS
Prison and Security Officers,zero,2035,109.0991,O2 PROFESSIONALS
Prison and Security Officers,zero,2036,110.4286,O2 PROFESSIONALS
Prison and Security Officers,zero,2037,111.7491,O2 PROFESSIONALS
Prison and Security Officers,zero,2038,113.0616,O2 PROFESSIONALS
Prison and Security Officers,zero,2039,114.3664,O2 PROFESSIONALS
Prison and Security Officers,zero,2040,115.7223,O2 PROFESSIONALS
Prison and Security Officers,zero,2041,116.9693,O2 PROFESSIONALS
Prison and Security Officers,zero,2042,118.2127,O2 PROFESSIONALS
Prison and Security Officers,zero,2043,119.4466,O2 PROFESSIONALS
Prison and Security Officers,zero,2044,120.6647,O2 PROFESSIONALS
Prison and Security Officers,zero,2045,121.8649,O2 PROFESSIONALS
Prison and Security Officers,zero,2046,123.0458,O2 PROFESSIONALS
Prison and Security Officers,zero,2047,124.2045,O2 PROFESSIONALS
Prison and Security Officers,zero,2048,125.3394,O2 PROFESSIONALS
Prison and Security Officers,zero,2049,126.4496,O2 PROFESSIONALS
Prison and Security Officers,zero,2050,127.5344,O2 PROFESSIONALS
Personal Service and Travel Workers,zero,2020,84.6415,O2 PROFESSIONALS
Personal Service and Travel Workers,zero,2021,89.0245,O2 PROFESSIONALS
Personal Service and Travel Workers,zero,2022,87.8585,O2 PROFESSIONALS
Personal Service and Travel Workers,zero,2023,88.1189,O2 PROFESSIONALS
Personal Service and Travel Workers,zero,2024,88.8699,O2 PROFESSIONALS
Personal Service and Travel Workers,zero,2025,87.4277,O2 PROFESSIONALS
Personal Service and Travel Workers,zero,2026,88.6183,O2 PROFESSIONALS
Personal Service and Travel Workers,zero,2027,89.9183,O2 PROFESSIONALS
Personal Service and Travel Workers,zero,2028,91.2178,O2 PROFESSIONALS
Personal Service and Travel Workers,zero,2029,92.5257,O2 PROFESSIONALS
Personal Service and Travel Workers,zero,2030,93.8347,O2 PROFESSIONALS
Personal Service and Travel Workers,zero,2031,95.1429,O2 PROFESSIONALS
Personal Service and Travel Workers,zero,2032,96.4492,O2 PROFESSIONALS
Personal Service and Travel Workers,zero,2033,97.7522,O2 PROFESSIONALS
Personal Service and Travel Workers,zero,2034,99.0505,O2 PROFESSIONALS
Personal Service and Travel Workers,zero,2035,100.3435,O2 PROFESSIONALS
Personal Service and Travel Workers,zero,2036,101.6306,O2 PROFESSIONALS
Personal Service and Travel Workers,zero,2037,102.9117,O2 PROFESSIONALS
Personal Service and Travel Workers,zero,2038,104.1877,O2 PROFESSIONALS
Personal Service and Travel Workers,zero,2039,105.4589,O2 PROFESSIONALS
Personal Service and Travel Workers,zero,2040,106.782,O2 PROFESSIONALS
Personal Service and Travel Workers,zero,2041,108.0042,O2 PROFESSIONALS
Personal Service and Travel Workers,zero,2042,109.2281,O2 PROFESSIONALS
Personal Service and Travel Workers,zero,2043,110.4476,O2 PROFESSIONALS
Personal Service and Travel Workers,zero,2044,111.6567,O2 PROFESSIONALS
Personal Service and Travel Workers,zero,2045,112.8533,O2 PROFESSIONALS
Personal Service and Travel Workers,zero,2046,114.0362,O2 PROFESSIONALS
Personal Service and Travel Workers,zero,2047,115.2029,O2 PROFESSIONALS
Personal Service and Travel Workers,zero,2048,116.3522,O2 PROFESSIONALS
Personal Service and Travel Workers,zero,2049,117.4832,O2 PROFESSIONALS
Personal Service and Travel Workers,zero,2050,118.5955,O2 PROFESSIONALS
Sports and Fitness Workers,zero,2020,108.4696,O2 PROFESSIONALS
Sports and Fitness Workers,zero,2021,107.0512,O2 PROFESSIONALS
Sports and Fitness Workers,zero,2022,109.8338,O2 PROFESSIONALS
Sports and Fitness Workers,zero,2023,111.186,O2 PROFESSIONALS
Sports and Fitness Workers,zero,2024,113.1189,O2 PROFESSIONALS
Sports and Fitness Workers,zero,2025,116.0547,O2 PROFESSIONALS
Sports and Fitness Workers,zero,2026,118.2819,O2 PROFESSIONALS
Sports and Fitness Workers,zero,2027,120.5469,O2 PROFESSIONALS
Sports and Fitness Workers,zero,2028,122.821,O2 PROFESSIONALS
Sports and Fitness Workers,zero,2029,125.1056,O2 PROFESSIONALS
Sports and Fitness Workers,zero,2030,127.4013,O2 PROFESSIONALS
Sports and Fitness Workers,zero,2031,129.7073,O2 PROFESSIONALS
Sports and Fitness Workers,zero,2032,132.0236,O2 PROFESSIONALS
Sports and Fitness Workers,zero,2033,134.3496,O2 PROFESSIONALS
Sports and Fitness Workers,zero,2034,136.6847,O2 PROFESSIONALS
Sports and Fitness Workers,zero,2035,139.0283,O2 PROFESSIONALS
Sports and Fitness Workers,zero,2036,141.3804,O2 PROFESSIONALS
Sports and Fitness Workers,zero,2037,143.7418,O2 PROFESSIONALS
Sports and Fitness Workers,zero,2038,146.1147,O2 PROFESSIONALS
Sports and Fitness Workers,zero,2039,148.4998,O2 PROFESSIONALS
Sports and Fitness Workers,zero,2040,150.9923,O2 PROFESSIONALS
Sports and Fitness Workers,zero,2041,153.3876,O2 PROFESSIONALS
Sports and Fitness Workers,zero,2042,155.8407,O2 PROFESSIONALS
Sports and Fitness Workers,zero,2043,158.3397,O2 PROFESSIONALS
Sports and Fitness Workers,zero,2044,160.8804,O2 PROFESSIONALS
Sports and Fitness Workers,zero,2045,163.4601,O2 PROFESSIONALS
Sports and Fitness Workers,zero,2046,166.077,O2 PROFESSIONALS
Sports and Fitness Workers,zero,2047,168.734,O2 PROFESSIONALS
Sports and Fitness Workers,zero,2048,171.4331,O2 PROFESSIONALS
Sports and Fitness Workers,zero,2049,174.1772,O2 PROFESSIONALS
Sports and Fitness Workers,zero,2050,176.9694,O2 PROFESSIONALS
"Contract, Program and Project Administrators",zero,2020,102.1584,O2 PROFESSIONALS
"Contract, Program and Project Administrators",zero,2021,103.8223,O2 PROFESSIONALS
"Contract, Program and Project Administrators",zero,2022,105.9988,O2 PROFESSIONALS
"Contract, Program and Project Administrators",zero,2023,107.2029,O2 PROFESSIONALS
"Contract, Program and Project Administrators",zero,2024,108.3499,O2 PROFESSIONALS
"Contract, Program and Project Administrators",zero,2025,110.1933,O2 PROFESSIONALS
"Contract, Program and Project Administrators",zero,2026,111.7824,O2 PROFESSIONALS
"Contract, Program and Project Administrators",zero,2027,113.412,O2 PROFESSIONALS
"Contract, Program and Project Administrators",zero,2028,115.0392,O2 PROFESSIONALS
"Contract, Program and Project Administrators",zero,2029,116.6654,O2 PROFESSIONALS
"Contract, Program and Project Administrators",zero,2030,118.2873,O2 PROFESSIONALS
"Contract, Program and Project Administrators",zero,2031,119.9049,O2 PROFESSIONALS
"Contract, Program and Project Administrators",zero,2032,121.5187,O2 PROFESSIONALS
"Contract, Program and Project Administrators",zero,2033,123.1286,O2 PROFESSIONALS
"Contract, Program and Project Administrators",zero,2034,124.7341,O2 PROFESSIONALS
"Contract, Program and Project Administrators",zero,2035,126.335,O2 PROFESSIONALS
"Contract, Program and Project Administrators",zero,2036,127.9318,O2 PROFESSIONALS
"Contract, Program and Project Administrators",zero,2037,129.5251,O2 PROFESSIONALS
"Contract, Program and Project Administrators",zero,2038,131.1166,O2 PROFESSIONALS
"Contract, Program and Project Administrators",zero,2039,132.7074,O2 PROFESSIONALS
"Contract, Program and Project Administrators",zero,2040,134.3575,O2 PROFESSIONALS
"Contract, Program and Project Administrators",zero,2041,135.8802,O2 PROFESSIONALS
"Contract, Program and Project Administrators",zero,2042,137.408,O2 PROFESSIONALS
"Contract, Program and Project Administrators",zero,2043,138.931,O2 PROFESSIONALS
"Contract, Program and Project Administrators",zero,2044,140.4377,O2 PROFESSIONALS
"Contract, Program and Project Administrators",zero,2045,141.9244,O2 PROFESSIONALS
"Contract, Program and Project Administrators",zero,2046,143.3883,O2 PROFESSIONALS
"Contract, Program and Project Administrators",zero,2047,144.8224,O2 PROFESSIONALS
"Contract, Program and Project Administrators",zero,2048,146.2226,O2 PROFESSIONALS
"Contract, Program and Project Administrators",zero,2049,147.5849,O2 PROFESSIONALS
"Contract, Program and Project Administrators",zero,2050,148.9055,O2 PROFESSIONALS
Office and Practice Managers,zero,2020,131.0538,O2 PROFESSIONALS
Office and Practice Managers,zero,2021,131.8664,O2 PROFESSIONALS
Office and Practice Managers,zero,2022,132.4096,O2 PROFESSIONALS
Office and Practice Managers,zero,2023,133.4458,O2 PROFESSIONALS
Office and Practice Managers,zero,2024,135.8181,O2 PROFESSIONALS
Office and Practice Managers,zero,2025,137.2379,O2 PROFESSIONALS
Office and Practice Managers,zero,2026,139.3597,O2 PROFESSIONALS
Office and Practice Managers,zero,2027,141.5852,O2 PROFESSIONALS
Office and Practice Managers,zero,2028,143.8079,O2 PROFESSIONALS
Office and Practice Managers,zero,2029,146.0406,O2 PROFESSIONALS
Office and Practice Managers,zero,2030,148.2733,O2 PROFESSIONALS
Office and Practice Managers,zero,2031,150.505,O2 PROFESSIONALS
Office and Practice Managers,zero,2032,152.7331,O2 PROFESSIONALS
Office and Practice Managers,zero,2033,154.9558,O2 PROFESSIONALS
Office and Practice Managers,zero,2034,157.1729,O2 PROFESSIONALS
Office and Practice Managers,zero,2035,159.3854,O2 PROFESSIONALS
Office and Practice Managers,zero,2036,161.5933,O2 PROFESSIONALS
Office and Practice Managers,zero,2037,163.7972,O2 PROFESSIONALS
Office and Practice Managers,zero,2038,165.9996,O2 PROFESSIONALS
Office and Practice Managers,zero,2039,168.2016,O2 PROFESSIONALS
Office and Practice Managers,zero,2040,170.4217,O2 PROFESSIONALS
Office and Practice Managers,zero,2041,172.5924,O2 PROFESSIONALS
Office and Practice Managers,zero,2042,174.7813,O2 PROFESSIONALS
Office and Practice Managers,zero,2043,176.9775,O2 PROFESSIONALS
Office and Practice Managers,zero,2044,179.1772,O2 PROFESSIONALS
Office and Practice Managers,zero,2045,181.3786,O2 PROFESSIONALS
Office and Practice Managers,zero,2046,183.5821,O2 PROFESSIONALS
Office and Practice Managers,zero,2047,185.7902,O2 PROFESSIONALS
Office and Practice Managers,zero,2048,188.0063,O2 PROFESSIONALS
Office and Practice Managers,zero,2049,190.2345,O2 PROFESSIONALS
Office and Practice Managers,zero,2050,192.4783,O2 PROFESSIONALS
Personal Assistants and Secretaries,zero,2020,162.4313,O2 PROFESSIONALS
Personal Assistants and Secretaries,zero,2021,160.5279,O2 PROFESSIONALS
Personal Assistants and Secretaries,zero,2022,161.9463,O2 PROFESSIONALS
Personal Assistants and Secretaries,zero,2023,163.4767,O2 PROFESSIONALS
Personal Assistants and Secretaries,zero,2024,166.8572,O2 PROFESSIONALS
Personal Assistants and Secretaries,zero,2025,169.8104,O2 PROFESSIONALS
Personal Assistants and Secretaries,zero,2026,172.7375,O2 PROFESSIONALS
Personal Assistants and Secretaries,zero,2027,175.7356,O2 PROFESSIONALS
Personal Assistants and Secretaries,zero,2028,178.7376,O2 PROFESSIONALS
Personal Assistants and Secretaries,zero,2029,181.7501,O2 PROFESSIONALS
Personal Assistants and Secretaries,zero,2030,184.7634,O2 PROFESSIONALS
Personal Assistants and Secretaries,zero,2031,187.7771,O2 PROFESSIONALS
Personal Assistants and Secretaries,zero,2032,190.7906,O2 PROFESSIONALS
Personal Assistants and Secretaries,zero,2033,193.8029,O2 PROFESSIONALS
Personal Assistants and Secretaries,zero,2034,196.813,O2 PROFESSIONALS
Personal Assistants and Secretaries,zero,2035,199.8207,O2 PROFESSIONALS
Personal Assistants and Secretaries,zero,2036,202.8262,O2 PROFESSIONALS
Personal Assistants and Secretaries,zero,2037,205.8303,O2 PROFESSIONALS
Personal Assistants and Secretaries,zero,2038,208.83690000000001,O2 PROFESSIONALS
Personal Assistants and Secretaries,zero,2039,211.8475,O2 PROFESSIONALS
Personal Assistants and Secretaries,zero,2040,214.9681,O2 PROFESSIONALS
Personal Assistants and Secretaries,zero,2041,217.9329,O2 PROFESSIONALS
Personal Assistants and Secretaries,zero,2042,220.9512,O2 PROFESSIONALS
Personal Assistants and Secretaries,zero,2043,224.0062,O2 PROFESSIONALS
